Mod:Item:MetaData, Localized Name
xreliquary:mob_charm_fragment:13, §aGuardian Charm Fragment
xreliquary:hero_medallion, item.hero_medallion.name
xreliquary:holy_hand_grenade, item.holy_hand_grenade.name
xreliquary:ice_magus_rod, item.ice_magus_rod.name
xreliquary:infernal_chalice, item.infernal_chalice.name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
scannable:scanner, Scanner
scannable:module_blank, Blank Scanner Module
scannable:module_range, Scanner Module: Range
scannable:module_animal, Scanner Module: Animals
scannable:module_monster, Scanner Module: Monsters
scannable:module_ore_common, Scanner Module: Common Ores
scannable:module_ore_rare, Scanner Module: Rare Ores
scannable:module_block, Scanner Module: Block
scannable:module_structure, Scanner Module: Structures
scannable:module_fluid, Scanner Module: Fluids
scannable:module_entity, Scanner Module: Entity
simple_trophies:trophy, Trophy
snad:snad:0, Snad
snad:snad:1, Red Snad
stygian:endlog, Wyrmwood Log
stygian:endplanks, Wyrmwood Planks
stygian:endleaves, Wyrmwood Leaves
stygian:endgrass, Stygian Grass
stygian:endtallgrass, Stygian Tall Grass
stygian:endglow, Enbiotic
stygian:endcanopysapling, Wyrmwood Sapling
stygian:endvine, Stygian Creeper
stygian:endobsidian, Porphyry
stygian:endmagma, Leachstone
stygian:endcactus, Hawthorn
stygian:endacid, Stygian Acid
tinkersaether:mouthpiece:0, Black Quartz Mouthpiece
tinkersaether:mouthpiece:0, Restonia Crystal Mouthpiece
tinkersaether:mouthpiece:0, Palis Crystal Mouthpiece
tinkersaether:mouthpiece:0, Diamatine Crystal Mouthpiece
tinkersaether:mouthpiece:0, Void Crystal Mouthpiece
tinkersaether:mouthpiece:0, Emeradic Crystal Mouthpiece
tinkersaether:mouthpiece:0, Enori Crystal Mouthpiece
tinkersaether:mouthpiece:0, Sunnarium Mouthpiece
tinkersaether:mouthpiece:0, Sky Stone Mouthpiece
tinkersaether:mouthpiece:0, Certus Quartz Mouthpiece
tinkersaether:mouthpiece:0, Fluix Mouthpiece
tinkersaether:mouthpiece:0, Fluix Steel Mouthpiece
tinkersaether:mouthpiece:0, Aquamarine Mouthpiece
tinkersaether:mouthpiece:0, Starmetal Mouthpiece
tinkersaether:mouthpiece:0, Crystal Matrix Mouthpiece
tinkersaether:mouthpiece:0, Neutronium Mouthpiece
tinkersaether:mouthpiece:0, Infinity Mouthpiece
tinkersaether:mouthpiece:0, Bound Mouthpiece
tinkersaether:mouthpiece:0, Sentient Mouthpiece
tinkersaether:mouthpiece:0, Livingrock Mouthpiece
tinkersaether:mouthpiece:0, Livingwood Mouthpiece
tinkersaether:mouthpiece:0, Dreamwood Mouthpiece
tinkersaether:mouthpiece:0, Manasteel Mouthpiece
tinkersaether:mouthpiece:0, Terrasteel Mouthpiece
tinkersaether:mouthpiece:0, Elementium Mouthpiece
tinkersaether:mouthpiece:0, Draconium Mouthpiece
tinkersaether:mouthpiece:0, Wyvern Mouthpiece
tinkersaether:mouthpiece:0, Draconic Mouthpiece
tinkersaether:mouthpiece:0, Chaotic Mouthpiece
tinkersaether:mouthpiece:0, Litherite Mouthpiece
tinkersaether:mouthpiece:0, Erodium Mouthpiece
tinkersaether:mouthpiece:0, Kyronite Mouthpiece
tinkersaether:mouthpiece:0, Pladium Mouthpiece
tinkersaether:mouthpiece:0, Ionite Mouthpiece
tinkersaether:mouthpiece:0, Aethium Mouthpiece
tinkersaether:mouthpiece:0, Lonsdaleite Mouthpiece
tinkersaether:mouthpiece:0, Mica Mouthpiece
tinkersaether:mouthpiece:0, Apatite Mouthpiece
tinkersaether:mouthpiece:0, Essence-Infused Mouthpiece
tinkersaether:mouthpiece:0, Meaty Mouthpiece
tinkersaether:mouthpiece:0, Slime Mouthpiece
tinkersaether:mouthpiece:0, Pink Metal Mouthpiece
tinkersaether:mouthpiece:0, Rubber Mouthpiece
tinkersaether:mouthpiece:0, Advanced Alloy Mouthpiece
tinkersaether:mouthpiece:0, Energium Mouthpiece
tinkersaether:mouthpiece:0, Carbon Fiber Mouthpiece
tinkersaether:mouthpiece:0, Iridium Mouthpiece
tinkersaether:mouthpiece:0, UU-Metal Mouthpiece
tinkersaether:mouthpiece:0, Osmium Mouthpiece
tinkersaether:mouthpiece:0, Refined Obsidian Mouthpiece
tinkersaether:mouthpiece:0, Refined Glowstone Mouthpiece
tinkersaether:mouthpiece:0, HDPE Mouthpiece
tinkersaether:mouthpiece:0, Ghostwood Mouthpiece
tinkersaether:mouthpiece:0, Bloodwood Mouthpiece
tinkersaether:mouthpiece:0, Darkwood Mouthpiece
tinkersaether:mouthpiece:0, Fusewood Mouthpiece
tinkersaether:mouthpiece:0, Dark Matter Mouthpiece
tinkersaether:mouthpiece:0, Red Matter Mouthpiece
tinkersaether:mouthpiece:0, Fluxed Electrum Mouthpiece
tinkersaether:mouthpiece:0, Flux Crystal Mouthpiece
tinkersaether:mouthpiece:0, Gelid Enderium Mouthpiece
tinkersaether:mouthpiece:0, Gelid Gem Mouthpiece
tinkersaether:mouthpiece:0, Thaumium Mouthpiece
tinkersaether:mouthpiece:0, Void Metal Mouthpiece
tinkersaether:mouthpiece:0, Primal Metal Mouthpiece
tinkersaether:mouthpiece:0, Tin Mouthpiece
tinkersaether:mouthpiece:0, Aluminium Mouthpiece
tinkersaether:mouthpiece:0, Nickel Mouthpiece
tinkersaether:mouthpiece:0, Platinum Mouthpiece
tinkersaether:mouthpiece:0, Invar Mouthpiece
tinkersaether:mouthpiece:0, Constantan Mouthpiece
tinkersaether:mouthpiece:0, Lumium Mouthpiece
tinkersaether:mouthpiece:0, Enderium Mouthpiece
tinkersaether:mouthpiece:0, Electrical Mouthpiece
tinkersaether:mouthpiece:0, Energetic Mouthpiece
tinkersaether:mouthpiece:0, Vibrant Mouthpiece
tinkersaether:mouthpiece:0, Red Mouthpiece
tinkersaether:mouthpiece:0, Conductive Mouthpiece
tinkersaether:mouthpiece:0, Pulsating Mouthpiece
tinkersaether:mouthpiece:0, Dark Mouthpiece
tinkersaether:mouthpiece:0, Souled Mouthpiece
tinkersaether:mouthpiece:0, Mouthpiece of the End
tinkersaether:mouthpiece:0, Fake-Iron Mouthpiece
tinkersaether:mouthpiece:0, Steeleaf Mouthpiece
tinkersaether:mouthpiece:0, Fiery Mouthpiece
tinkersaether:mouthpiece:0, Knightly Mouthpiece
tinkersaether:mouthpiece:0, Wooden Mouthpiece
tinkersaether:mouthpiece:0, Stone Mouthpiece
tinkersaether:mouthpiece:0, Flint Mouthpiece
tinkersaether:mouthpiece:0, Cactus Mouthpiece
tinkersaether:mouthpiece:0, Bone Mouthpiece
tinkersaether:mouthpiece:0, Obsidian Mouthpiece
tinkersaether:mouthpiece:0, Prismarine Mouthpiece
tinkersaether:mouthpiece:0, End Mouthpiece
tinkersaether:mouthpiece:0, Paper Mouthpiece
tinkersaether:mouthpiece:0, Sponge Mouthpiece
tinkersaether:mouthpiece:0, Firewood Mouthpiece
tinkersaether:mouthpiece:0, Iron Mouthpiece
tinkersaether:mouthpiece:0, Pig Iron Mouthpiece
tinkersaether:mouthpiece:0, Knightslime Mouthpiece
tinkersaether:mouthpiece:0, Slime Mouthpiece
tinkersaether:mouthpiece:0, Slime Mouthpiece
tinkersaether:mouthpiece:0, Magma Slime Mouthpiece
tinkersaether:mouthpiece:0, Netherrack Mouthpiece
tinkersaether:mouthpiece:0, Cobalt Mouthpiece
tinkersaether:mouthpiece:0, Ardite Mouthpiece
tinkersaether:mouthpiece:0, Manyullyn Mouthpiece
tinkersaether:mouthpiece:0, Copper Mouthpiece
tinkersaether:mouthpiece:0, Bronze Mouthpiece
tinkersaether:mouthpiece:0, Lead Mouthpiece
tinkersaether:mouthpiece:0, Silver Mouthpiece
tinkersaether:mouthpiece:0, Electrum Mouthpiece
tinkersaether:mouthpiece:0, Steel Mouthpiece
tinkersaether:mouthpiece:0, Ferramic Mouthpiece
tinkersaether:mouthpiece:0, Angelic Mouthpiece
tinkersaether:mouthpiece:0, Duraluminum Mouthpiece
tinkersaether:mouthpiece:0, Watertight Steel Mouthpiece
tinkersaether:mouthpiece:0, High Heat Resistant Mouthpiece
tinkersaether:mouthpiece:0, Erosion Resistant Mouthpiece
tinkersaether:mouthpiece:0, Mushroomite Mouthpiece
tinkersaether:mouthpiece:0, Electric Manyullyn Mouthpiece
tinkersaether:mouthpiece:0, Honey Mouthpiece
tinkersaether:mouthpiece:0, Elastic Fiber Mouthpiece
tinkersaether:mouthpiece:0, Petrified Wood Mouthpiece
tinkersaether:mouthpiece:0, Khnumite Mouthpiece
tinkersaether:mouthpiece:0, Relic Mouthpiece
tinkersaether:mouthpiece:0, Uranium Mouthpiece
tinkersaether:mouthpiece:0, Glass Mouthpiece
tinkersaether:mouthpiece:0, Soapy Mouthpiece
tinkersaether:mouthpiece:0, Coppra Crystal Mouthpiece
tinkersaether:mouthpiece:0, Nittin Crystal Mouthpiece
tinkersaether:mouthpiece:0, Goold Crystal Mouthpiece
tinkersaether:mouthpiece:0, Osgloridium Mouthpiece
tinkersaether:mouthpiece:0, Arkenium Mouthpiece
tinkersaether:mouthpiece:0, Black Bronze Mouthpiece
tinkersaether:mouthpiece:0, Blood Infused Glitch Mouthpiece
tinkersaether:mouthpiece:0, Magical Wooden Mouthpiece
tinkersaether:mouthpiece:0, Evil Infused Mouthpiece
tinkersaether:mouthpiece:0, Enchanted Mouthpiece
tinkersaether:mouthpiece:0, Demonic Mouthpiece
tinkersaether:mouthpiece:0, Molten Meat Mouthpiece
tinkersaether:mouthpiece:0, Vespa Carapace Mouthpiece
tinkersaether:mouthpiece:0, Scythe Claw Mouthpiece
tinkersaether:mouthpiece:0, Ectoplasm Mouthpiece
tinkersaether:mouthpiece:0, Treated Wood Mouthpiece
tinkersaether:mouthpiece:0, Prosperity Shard Mouthpiece
tinkersaether:mouthpiece:0, Soulium Mouthpiece
tinkersaether:mouthpiece:0, Base Essence Mouthpiece
tinkersaether:mouthpiece:0, Inferium Mouthpiece
tinkersaether:mouthpiece:0, Prudentium Mouthpiece
tinkersaether:mouthpiece:0, Intermedium Mouthpiece
tinkersaether:mouthpiece:0, Superium Mouthpiece
tinkersaether:mouthpiece:0, Supremium Mouthpiece
tinkersaether:mouthpiece:0, Tiberium Mouthpiece
tinkersaether:mouthpiece:0, Aurorium Mouthpiece
tinkersaether:mouthpiece:0, Prometheum Mouthpiece
tinkersaether:mouthpiece:0, Duranite Mouthpiece
tinkersaether:mouthpiece:0, Valyrium Mouthpiece
tinkersaether:mouthpiece:0, Vibranium Mouthpiece
tinkersaether:mouthpiece:0, Terrax Mouthpiece
tinkersaether:mouthpiece:0, Palladium Mouthpiece
tinkersaether:mouthpiece:0, Uru Mouthpiece
tinkersaether:mouthpiece:0, Eezo Mouthpiece
tinkersaether:mouthpiece:0, Basalt Mouthpiece
tinkersaether:mouthpiece:0, Triberium Mouthpiece
tinkersaether:mouthpiece:0, Fractum Mouthpiece
tinkersaether:mouthpiece:0, Violium Mouthpiece
tinkersaether:mouthpiece:0, Proxii Mouthpiece
tinkersaether:mouthpiece:0, Tritonite Mouthpiece
tinkersaether:mouthpiece:0, Ignitz Mouthpiece
tinkersaether:mouthpiece:0, Imperomite Mouthpiece
tinkersaether:mouthpiece:0, Solarium Mouthpiece
tinkersaether:mouthpiece:0, Nihilite Mouthpiece
tinkersaether:mouthpiece:0, Adamant Mouthpiece
tinkersaether:mouthpiece:0, Dyonite Mouthpiece
tinkersaether:mouthpiece:0, Nucleum Mouthpiece
tinkersaether:mouthpiece:0, Lumix Mouthpiece
tinkersaether:mouthpiece:0, Seismum Mouthpiece
tinkersaether:mouthpiece:0, Astrium Mouthpiece
tinkersaether:mouthpiece:0, Niob Mouthpiece
tinkersaether:mouthpiece:0, Yrdeen Mouthpiece
tinkersaether:mouthpiece:0, Meteorite Mouthpiece
tinkersaether:mouthpiece:0, Obsidiorite Mouthpiece
tinkersaether:mouthpiece:0, Mithril Mouthpiece
tinkersaether:mouthpiece:0, Signalum Mouthpiece
tinkersaether:mouthpiece:0, Brass Mouthpiece
tinkersaether:mouthpiece:0, Zinc Mouthpiece
tinkersaether:mouthpiece:0, Gaia Spirit Mouthpiece
tinkersaether:mouthpiece:0, Yellorium Mouthpiece
tinkersaether:mouthpiece:0, Cyanite Mouthpiece
tinkersaether:mouthpiece:0, Blutonium Mouthpiece
tinkersaether:mouthpiece:0, Ludicrite Mouthpiece
tinkersaether:mouthpiece:0, Quartz Enriched Iron Mouthpiece
tinkersaether:mouthpiece:0, Wyvern Draconium Mouthpiece
tinkersaether:mouthpiece:0, Awakened Draconium Mouthpiece
tinkersaether:mouthpiece:0, Chaotic Draconium Mouthpiece
tinkersaether:mouthpiece:0, Ebony Psimetal Mouthpiece
tinkersaether:mouthpiece:0, Fluxed Electrum Mouthpiece
tinkersaether:mouthpiece:0, Tungsten Mouthpiece
tinkersaether:mouthpiece:0, Titanium Mouthpiece
tinkersaether:mouthpiece:0, Advanced Alloy Mouthpiece
tinkersaether:mouthpiece:0, Ruby Mouthpiece
tinkersaether:mouthpiece:0, Sapphire Mouthpiece
tinkersaether:mouthpiece:0, Peridot Mouthpiece
tinkersaether:mouthpiece:0, Certus Quartz Mouthpiece
tinkersaether:mouthpiece:0, Alumite Mouthpiece
tinkersaether:mouthpiece:0, Jade Mouthpiece
tinkersaether:mouthpiece:0, Malachite Mouthpiece
tinkersaether:mouthpiece:0, Topaz Mouthpiece
tinkersaether:mouthpiece:0, Tanzanite Mouthpiece
tinkersaether:mouthpiece:0, Amethyst Mouthpiece
tinkersaether:mouthpiece:0, Osgloglas Mouthpiece
tinkersaether:mouthpiece:0, Osmiridium Mouthpiece
tinkersaether:mouthpiece:0, Signalum Mouthpiece
tinkersaether:mouthpiece:0, Zracohlium Mouthpiece
tinkersaether:mouthpiece:0, Fusionite Mouthpiece
tinkersaether:mouthpiece:0, Valasium Mouthpiece
tinkersaether:mouthpiece:0, Void Spar Mouthpiece
tinkersaether:mouthpiece:0, Enderal Mouthpiece
tinkersaether:mouthpiece:0, Irradium Mouthpiece
tinkersaether:mouthpiece:0, Solsteel Mouthpiece
tinkersaether:mouthpiece:0, Gallium Mouthpiece
tinkersaether:mouthpiece:0, Enderexamite Mouthpiece
tinkersaether:mouthpiece:0, Garstone Mouthpiece
tinkersaether:mouthpiece:0, Runesteel Mouthpiece
tinkersaether:mouthpiece:0, Gravitonium Mouthpiece
tinkersaether:mouthpiece:0, Trichromadentium Mouthpiece
tinkersaether:mouthpiece:0, Bloodstone Mouthpiece
tinkersaether:mouthpiece:0, Echostone Mouthpiece
tinkersaether:mouthpiece:0, Igniglomerate Mouthpiece
tinkersaether:mouthpiece:0, Atronium Mouthpiece
tinkersaether:mouthpiece:0, Ebonite Mouthpiece
tinkersaether:mouthpiece:0, Erythynite Mouthpiece
tinkersaether:mouthpiece:0, Shadowglass Mouthpiece
tinkersaether:mouthpiece:0, Etherstone Mouthpiece
tinkersaether:mouthpiece:0, Electarite Mouthpiece
tinkersaether:mouthpiece:0, Hallowsite Mouthpiece
tinkersaether:mouthpiece:0, Blightsteel Mouthpiece
tinkersaether:mouthpiece:0, Sanguiseelium Mouthpiece
tinkersaether:mouthpiece:0, Ioximite Mouthpiece
tinkersaether:mouthpiece:0, Nahuatl Mouthpiece
tinkersaether:mouthpiece:0, Slimewood Mouthpiece
tinkersaether:mouthpiece:0, Seared Stone Mouthpiece
tinkersaether:mouthpiece:0, Ironwood Mouthpiece
tinkersaether:mouthpiece:0, Penguinite Mouthpiece
tinkersaether:mouthpiece:0, Ferroherb Mouthpiece
tinkersaether:mouthpiece:0, Skyroot Mouthpiece
tinkersaether:mouthpiece:0, Holystone Mouthpiece
tinkersaether:mouthpiece:0, Zanite Mouthpiece
tinkersaether:mouthpiece:0, Gravitite Mouthpiece
tinkersaether:mouthpiece:0, Valkyrie Metal Mouthpiece
tinkersaether:mouthpiece:0, Amberwood Mouthpiece
tinkersaether:mouthpiece:0, Skyroot Mouthpiece
tinkersaether:mouthpiece:0, Holystone Mouthpiece
tinkersaether:mouthpiece:0, Zanite Mouthpiece
tinkersaether:mouthpiece:0, Gravitite Mouthpiece
tinkersaether:mouthpiece:0, Golden Amber Mouthpiece
tinkersaether:mouthpiece:0, Valkyrie Mouthpiece
tinkersaether:mouthpiece:0, Swet Mouthpiece
tinkersaether:mouthpiece:0, Candy Cane Mouthpiece
tinkersaether:mouthpiece:0, Cold Aercloud Mouthpiece
tinkersaether:mouthpiece:0, Blue Aercloud Mouthpiece
tinkersaether:mouthpiece:0, Golden Aercloud Mouthpiece
tinkersaether:mouthpiece:0, Icestone Mouthpiece
tinkersaether:mouthpiece:0, Blood Bronze Mouthpiece
tinkersaether:mouthpiece:0, Mirion Mouthpiece
tinkersaether:mouthpiece:0, Emerald Mouthpiece
tinkersaether:tube:0, Black Quartz Tube
tinkersaether:tube:0, Restonia Crystal Tube
tinkersaether:tube:0, Palis Crystal Tube
tinkersaether:tube:0, Diamatine Crystal Tube
tinkersaether:tube:0, Void Crystal Tube
tinkersaether:tube:0, Emeradic Crystal Tube
tinkersaether:tube:0, Enori Crystal Tube
tinkersaether:tube:0, Sunnarium Tube
tinkersaether:tube:0, Sky Stone Tube
tinkersaether:tube:0, Certus Quartz Tube
tinkersaether:tube:0, Fluix Tube
tinkersaether:tube:0, Fluix Steel Tube
tinkersaether:tube:0, Aquamarine Tube
tinkersaether:tube:0, Starmetal Tube
tinkersaether:tube:0, Crystal Matrix Tube
tinkersaether:tube:0, Neutronium Tube
tinkersaether:tube:0, Infinity Tube
tinkersaether:tube:0, Bound Tube
tinkersaether:tube:0, Sentient Tube
tinkersaether:tube:0, Livingrock Tube
tinkersaether:tube:0, Livingwood Tube
tinkersaether:tube:0, Dreamwood Tube
tinkersaether:tube:0, Manasteel Tube
tinkersaether:tube:0, Terrasteel Tube
tinkersaether:tube:0, Elementium Tube
tinkersaether:tube:0, Draconium Tube
tinkersaether:tube:0, Wyvern Tube
tinkersaether:tube:0, Draconic Tube
tinkersaether:tube:0, Chaotic Tube
tinkersaether:tube:0, Litherite Tube
tinkersaether:tube:0, Erodium Tube
tinkersaether:tube:0, Kyronite Tube
tinkersaether:tube:0, Pladium Tube
tinkersaether:tube:0, Ionite Tube
tinkersaether:tube:0, Aethium Tube
tinkersaether:tube:0, Lonsdaleite Tube
tinkersaether:tube:0, Mica Tube
tinkersaether:tube:0, Essence-Infused Tube
tinkersaether:tube:0, Meaty Tube
tinkersaether:tube:0, Slime Tube
tinkersaether:tube:0, Pink Metal Tube
tinkersaether:tube:0, Rubber Tube
tinkersaether:tube:0, Advanced Alloy Tube
tinkersaether:tube:0, Energium Tube
tinkersaether:tube:0, Carbon Fiber Tube
tinkersaether:tube:0, Iridium Tube
tinkersaether:tube:0, UU-Metal Tube
tinkersaether:tube:0, Osmium Tube
tinkersaether:tube:0, Refined Obsidian Tube
tinkersaether:tube:0, Refined Glowstone Tube
tinkersaether:tube:0, HDPE Tube
tinkersaether:tube:0, Ghostwood Tube
tinkersaether:tube:0, Bloodwood Tube
tinkersaether:tube:0, Darkwood Tube
tinkersaether:tube:0, Fusewood Tube
tinkersaether:tube:0, Dark Matter Tube
tinkersaether:tube:0, Red Matter Tube
tinkersaether:tube:0, Fluxed Electrum Tube
tinkersaether:tube:0, Flux Crystal Tube
tinkersaether:tube:0, Gelid Enderium Tube
tinkersaether:tube:0, Gelid Gem Tube
tinkersaether:tube:0, Thaumium Tube
tinkersaether:tube:0, Void Metal Tube
tinkersaether:tube:0, Primal Metal Tube
tinkersaether:tube:0, Tin Tube
tinkersaether:tube:0, Aluminium Tube
tinkersaether:tube:0, Nickel Tube
tinkersaether:tube:0, Platinum Tube
tinkersaether:tube:0, Invar Tube
tinkersaether:tube:0, Constantan Tube
tinkersaether:tube:0, Lumium Tube
tinkersaether:tube:0, Enderium Tube
tinkersaether:tube:0, Electrical Tube
tinkersaether:tube:0, Energetic Tube
tinkersaether:tube:0, Vibrant Tube
tinkersaether:tube:0, Red Tube
tinkersaether:tube:0, Conductive Tube
tinkersaether:tube:0, Pulsating Tube
tinkersaether:tube:0, Dark Tube
tinkersaether:tube:0, Souled Tube
tinkersaether:tube:0, Tube of the End
tinkersaether:tube:0, Fake-Iron Tube
tinkersaether:tube:0, Naga Scale Tube
tinkersaether:tube:0, Steeleaf Tube
tinkersaether:tube:0, Fiery Tube
tinkersaether:tube:0, Wooden Tube
tinkersaether:tube:0, Stone Tube
tinkersaether:tube:0, Flint Tube
tinkersaether:tube:0, Cactus Tube
tinkersaether:tube:0, Bone Tube
tinkersaether:tube:0, Obsidian Tube
tinkersaether:tube:0, Prismarine Tube
tinkersaether:tube:0, End Tube
tinkersaether:tube:0, Paper Tube
tinkersaether:tube:0, Sponge Tube
tinkersaether:tube:0, Firewood Tube
